"","titre","resume","mots.clefs","mots.clefs_nb","auteurs","Auteurs_sexes","auteurs_nb","Annee","Volume","Numero","Periode","rubrique_net1","ident","rubrique_net","auteurs_nbs","langue"
"2485","les tentatives de suicide résultats d'une enquête à bruxelles","","",0,"E. Defrise-Gussenhove; J. Wilmotte; J. Mendelwicz",NA,3,1970,25,4,"(1960,1970]","",5089,"","3","fr"
"2486","fécondité américaine et fécondité européenne","","",0,"Roland Pressat","Homme",1,1970,25,4,"(1960,1970]","enquêtes/études",5091,"article","1","fr"
"2487","fécondité, contraception et avortement en europe de l'est","","",0,"Chantal Blayo","Femme",1,1970,25,4,"(1960,1970]","enquêtes/études",5092,"article","1","fr"
"2488","les plus faibles mortalités","","",0,"Jacques Vallin; A. Nizard","HommeS",2,1970,25,4,"(1960,1970]","enquêtes/études",5093,"article","2","fr"
"2489","évaluation de la fécondité légitime à meulan de 1660 à 1860","","",0,"Louis Henry","Homme",1,1970,25,4,"(1960,1970]","notes de recherche et documents",5094,"article","1","fr"
"2490","la fécondité aux étatsunis : effet du revenu et du chômage","","",0,"Paul Clerc","Homme",1,1970,25,4,"(1960,1970]","notes de recherche et documents",5095,"article","1","fr"
"2491","la population des ménages agricoles émigration et vieillissement résultats depuis 1962 et perspectives jusqu'en 1975","","",0,"Thérèse Locoh","Femme",1,1970,25,3,"(1960,1970]","",5126,"","1","fr"
"2492","premiers résultats d'une étude dans les entreprises sur l'évolution de la qualification ouvrière et les besoins en formation","","",0,"Georges Petit; Françoise Rerat; Philippe d'Hugues","MixteS",3,1970,25,3,"(1960,1970]","",5127,"","3","fr"
"2493","la population de la norvège depuis deux siècles","","",0,"Louis Henry","Homme",1,1970,25,3,"(1960,1970]","",5129,"","1","fr"
"2494","un démographe prémalthusien au xviiie_siècle : giammaria ortes","","",0,"Hans Overbeek","Homme",1,1970,25,3,"(1960,1970]","",5131,"","1","fr"
"2495","la mobilité dans un village de la brie vers le milieu du xixe_siècle","","",0,"Yves Blayo","Homme",1,1970,25,3,"(1960,1970]","",5132,"","1","fr"
"2496","chronique de l'aed (association des experts démographes et diplômés de démographie générale)","","",0,"P. Merlin; B. Disaine; F. Gendreau; C. Paulet; Michel Picquet",NA,5,1970,25,3,"(1960,1970]","chronique",5133,"article","4+","fr"
"2497","le coût de l'alcoolisme en france","","",0,"A. S.",NA,1,1970,25,3,"(1960,1970]","notes de recherche et documents",5134,"article","1","fr"
"2498","la mortalité de la noblesse de robe à paris aux xviie et xviiie_siècles","","",0,"Jacques Houdaille","HommeS",1,1970,25,3,"(1960,1970]","notes de recherche et documents",5135,"article","1","fr"
"2499","évolution de la pigmentation de l'iris en france (de 1810 à 1940)","","",0,"Jacques Houdaille","HommeS",1,1970,25,3,"(1960,1970]","notes de recherche et documents",5136,"article","1","fr"
"2500","évolution de la fécondité en suède depuis la guerre","","",0,"Patrick Festy","Homme",1,1970,25,3,"(1960,1970]","notes de recherche et documents",5137,"article","1","fr"
"2501","quelques résultats sur la démographie de trois villages d'allemagne de 1750 à 1879","","",0,"Jacques Houdaille","HommeS",1,1970,25,3,"(1960,1970]","notes de recherche et documents",5138,"article","1","fr"
"2502","la population des pays socialistes d'europe jusqu'en 1990","","",0,"A. S.",NA,1,1970,25,3,"(1960,1970]","notes de recherche et documents",5139,"article","1","fr"
"2503","problèmes de population au maroc","","",0,"Jacques Houdaille","HommeS",1,1970,25,3,"(1960,1970]","notes de recherche et documents",5140,"article","1","fr"
"2504","divorces et remariages aux étatsunis","","",0,"Jacques Houdaille","HommeS",1,1970,25,3,"(1960,1970]","notes de recherche et documents",5141,"article","1","fr"
"2505","la limitation des naissances en inde","","",0,"A. S.",NA,1,1970,25,3,"(1960,1970]","notes de recherche et documents",5142,"article","1","fr"
"2506","la natalité dans le monde en 1969","","",0,"A. S.",NA,1,1970,25,3,"(1960,1970]","notes de recherche et documents",5143,"article","1","fr"
"2507","wilsons' disease","","",0,"A. J.",NA,1,1970,25,3,"(1960,1970]","chronique",5151,"article","1","fr"
"2508","le chômage des jeunes","","",0,"N. D.",NA,1,1970,25,3,"(1960,1970]","chronique",5152,"article","1","fr"
"2509","la consommation des ménages d'agriculteurs en seine-maritime","","",0,"A. W.",NA,1,1970,25,3,"(1960,1970]","chronique",5158,"article","1","fr"
"2510","l'analyse empirique de la causalité","","",0,"H. L.",NA,1,1970,25,3,"(1960,1970]","chronique",5159,"article","1","fr"
"2511","logements spécifiques","","",0,"A. W.",NA,1,1970,25,3,"(1960,1970]","chronique",5166,"article","1","fr"
"2512","les relations parents-enfants dans différentes cultures","","",0,"Hélène Bergues","Femme",1,1970,25,3,"(1960,1970]","chronique",5167,"article","1","fr"
"2513","conditions de vie et santé des migrants et leurs familles","","",0,"A. W.",NA,1,1970,25,3,"(1960,1970]","chronique",5171,"article","1","fr"
"2514","problèmes du dépeuplement des campagnes et de la réanimation rurale dans l'équilibre ville-campagne","","",0,"Jean Daric","Homme",1,1970,25,3,"(1960,1970]","chronique",5174,"article","1","fr"
"2515","exode rural et dépeuplement de la montagne en suisse","","",0,"Hélène Bergues","Femme",1,1970,25,3,"(1960,1970]","chronique",5175,"article","1","fr"
"2516","évolution de la fécondité en europe occidentale depuis la guerre","","",0,"Patrick Festy","Homme",1,1970,25,2,"(1960,1970]","",5185,"","1","fr"
"2517","les divorces et les séparations de corps en france (1936-1967)","","",0,"Louis Roussel","HommeS",1,1970,25,2,"(1960,1970]","",5186,"","1","fr"
"2518","mesure de la migration interne au moyen des recensements application au mexique","","",0,"Léon Tabah","Homme",1,1970,25,2,"(1960,1970]","",5187,"","1","fr"
"2519","sur les relations entre la croissance de la population et le développement économique","","",0,"H. V. Muhsam",NA,1,1970,25,2,"(1960,1970]","",5188,"","1","fr"
"2520","les problèmes démographiques de l'urss","","",0,"Dimitri Valentey","Homme",1,1970,25,2,"(1960,1970]","",5189,"","1","fr"
"2521","le recensement de 1968 : quelques résultats","","",0,"Patrick Festy","Homme",1,1970,25,2,"(1960,1970]","enquêtes/études",5192,"article","1","fr"
"2522","table de mortalité de la population française {1960-1964)","","",0,"Jacques Vallin","HommeS",1,1970,25,2,"(1960,1970]","enquêtes/études",5193,"article","1","fr"
"2523","mortalité selon les départements en 1961-1963","","",0,"Chantal Blayo","Femme",1,1970,25,2,"(1960,1970]","enquêtes/études",5194,"article","1","fr"
"2524","la contraception en grèce, 1966-1967","","",0,"Jacques Houdaille","HommeS",1,1970,25,2,"(1960,1970]","notes de recherche et documents",5195,"article","1","fr"
"2525","l'immigration grecque aux étatsunis","","",0,"Jacques Houdaille","HommeS",1,1970,25,2,"(1960,1970]","notes de recherche et documents",5196,"article","1","fr"
"2526","l'usage du tabac aux étatsunis","","",0,"Jacques Houdaille","HommeS",1,1970,25,2,"(1960,1970]","notes de recherche et documents",5197,"article","1","fr"
"2527","la croissance démographique du brésil et des étatsunis","","",0,"Jacques Houdaille","HommeS",1,1970,25,2,"(1960,1970]","notes de recherche et documents",5198,"article","1","fr"
"2528","la complétude de l'enregistrement des naissances au chili","","",0,"Jacques Houdaille","HommeS",1,1970,25,2,"(1960,1970]","notes de recherche et documents",5199,"article","1","fr"
"2529","fécondité, mortalité intra-utérine et condition sociale en colombie","","",0,"Jacques Houdaille; A. S.",NA,2,1970,25,2,"(1960,1970]","notes de recherche et documents",5200,"article","2","fr"
"2530","la population active au ghana et en divers pays","","",0,"Jacques Houdaille","HommeS",1,1970,25,2,"(1960,1970]","notes de recherche et documents",5201,"article","1","fr"
"2531","perspectives de population au japon","","",0,"A. S.",NA,1,1970,25,2,"(1960,1970]","notes de recherche et documents",5202,"article","1","fr"
"2532","comparaison des prévisions d'emploi, par profession, du ve plan et de l'évolution réelle de l'emploi de 1962 à 1968","","",0,"Claude Vimont","Mixte",1,1970,25,1,"(1960,1970]","",5234,"","1","fr"
"2533","perspectives nouvelles des recherches sur les prévisions d'emploi","","",0,"Claude Vimont","Mixte",1,1970,25,1,"(1960,1970]","",5235,"","1","fr"
"2534","congrès général de l'union internationale pour l'étude scientifique de la population (londres 3-12 septembre 1969)","","",0,"Daniel Courgeau","HommeS",1,1970,25,1,"(1960,1970]","",5236,"","1","fr"
"2535","évolution de la mortalité infantile endogène en france dans la deuxième moitié du xixe_siècle","","",0,"Robert Nadot","Homme",1,1970,25,1,"(1960,1970]","",5237,"","1","fr"
"2536","méthode d'analyse d'un tableau « origine-destination » de migrations","","",0,"Yves Tugault","Homme",1,1970,25,1,"(1960,1970]","",5238,"","1","fr"
"2537","une nouvelle méthode de prévision de l'emploi : le modèle hermès application au secteur du commerce","","",0,"Monique Merle; Jean Dumard","MixteS",2,1970,25,1,"(1960,1970]","",5239,"","2","fr"
"2538","panmixie et structure des familles","","",0,"Albert Jacquard","Homme",1,1970,25,1,"(1960,1970]","",5240,"","1","fr"
"2539","précision sur les perspectives de population active application au mexique","","",0,"Philippe Bourcier de Carbon","HommeS",1,1970,25,1,"(1960,1970]","",5241,"","1","fr"
"2540","facteurs techniques et structure de l'emploi dans les établissements industriels : l'exemple de la production de papiers et cartons","","",0,"Claude Roux","Mixte",1,1970,25,1,"(1960,1970]","",5242,"","1","fr"
"2541","recensements et registres paroissiaux du canada durant la période 1665-1668 étude critique","","",0,"Jacques Légaré; Yolande Lavoie; Hubert Charbonneau","HommeS",3,1970,25,1,"(1960,1970]","",5243,"","3","fr"
"2542","les étrangers en allemagne fédérale","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5245,"article","1","fr"
"2543","les recensements des étatsunis","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5246,"article","1","fr"
"2544","la population de couleur aux étatsunis","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5247,"article","1","fr"
"2545","un historien démographe au costa rica à la fin du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5248,"article","1","fr"
"2546","un exemple d'enquête auprès des entreprises en vue de la prévision de l'emploi : les besoins en ingénieurs et en techniciens","","",0,"Geneviève Gontier; Dominique Bidou","MixteS",2,1970,25,1,"(1960,1970]","",5249,"","2","fr"
"2547","la stérilisation à porto rico","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5250,"article","1","fr"
"2548","le plan familial dans la républiquearabeunie","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5251,"article","1","fr"
"2549","les parsis de karachi","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5252,"article","1","fr"
"2550","la mobilité sociale en australie, aux étatsunis et en italie","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5253,"article","1","fr"
"2551","un village japonais à l'époque tokugawa","","",0,"Yves Blayo","Homme",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5254,"article","1","fr"
"2552","la contraception par stérilets à formose","","",0,"Jacques Houdaille","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5255,"article","1","fr"
"2553","population in perspective","","",0,"Jean-Noël Biraben","HommeS",1,1970,25,1,"(1960,1970]","chronique",5257,"article","1","fr"
"2554","on human life","","",0,"Hélène Bergues","Femme",1,1970,25,1,"(1960,1970]","chronique",5261,"article","1","fr"
"2555","la population active dans le bassin parisien","","",0,"A. W.",NA,1,1970,25,1,"(1960,1970]","chronique",5267,"article","1","fr"
"2556","le transfert social fondement du progrès économique?","","",0,"A. W.",NA,1,1970,25,1,"(1960,1970]","chronique",5271,"article","1","fr"
"2557","la haute-normandie face au développement parisien","","",0,"A. A.",NA,1,1970,25,1,"(1960,1970]","chronique",5274,"article","1","fr"
"2558","carrière universitaire et perspectives professionnelles : résultats d'une enquête sur les licenciés en lettres, en droit, en sciences économiques et les diplômés des instituts d'études politiques et des grandes écoles de commerce, de l'année 196","","",0,"Philippe Vrain; G. Gontier; Dominique Bidou",NA,3,1970,25,1,"(1960,1970]","",5285,"","3","fr"
"2559","tendances récentes de l'activité féminine en france","","",0,"Claude Roux","Mixte",1,1970,25,1,"(1960,1970]","",5292,"","1","fr"
"2560","les créations d'emploi en france de 1954 à 1968","","",0,"Claude Vimont","Mixte",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5293,"article","1","fr"
"2561","état des recherches sur l'emploi en allemagne fédérale","","",0,"Philippe d'Hugues","HommeS",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5296,"article","1","fr"
"2562","quelques aspects de la recherche sur la population active et l'emploi aux étatsunis","","",0,"Claude Vimont","Mixte",1,1970,25,1,"(1960,1970]","notes de recherche et documents",5298,"article","1","fr"
"2563","le recrutement des cadres (alpes-maritimes, bouches-du-rhône)","","",0,"A. Gu",NA,1,1970,25,1,"(1960,1970]","chronique",5304,"article","1","fr"
"2564","les emplois permanents dans les secteurs socio-éducatifs et culturels","","",0,"A. Gu",NA,1,1970,25,1,"(1960,1970]","chronique",5305,"article","1","fr"
"2565","problèmes de la main-d'œuvre dans le secteur des services","","",0,"G Go",NA,1,1970,25,1,"(1960,1970]","chronique",5306,"article","1","fr"
"2566","schémas de nuptialité : déséquilibre des sexes et âge au mariage","","",0,"Louis Henry","Homme",1,1969,24,6,"(1960,1970]","",5320,"","1","fr"
"2567","etude comparative de petites communautés rurales méthode et premiers résultats à propos de la consanguinité à bois-vert (québec)","","",0,"Louise Guyon; Jacques Gomila","MixteS",2,1969,24,6,"(1960,1970]","",5322,"article","2","fr"
"2568","structures génétiques des populations","","",0,"Albert Jacquard","Homme",1,1969,24,6,"(1960,1970]","",5323,"","1","fr"
"2569","l'évolution de la population de la grèce : les facteurs de la reproduction","","",0,"Sotiris Agapitidis","Homme",1,1969,24,6,"(1960,1970]","",5324,"","1","fr"
"2570","chronique de l'immigration","","",0,"Georges Photios Tapinos","Homme",1,1969,24,6,"(1960,1970]","chronique",5325,"article","1","fr"
"2571","perspectives à long terme de l'agriculture française 1968-1985","","",0,"A. S.",NA,1,1969,24,6,"(1960,1970]","notes de recherche et documents",5327,"article","1","fr"
"2572","la fécondité à châtillon-sur-seine à la fin du xviiie_siècle","","",0,"Yves Blayo","Homme",1,1969,24,6,"(1960,1970]","notes de recherche et documents",5328,"article","1","fr"
"2573","criminalité et migrations","","",0,"Jacques Houdaille","HommeS",1,1969,24,6,"(1960,1970]","notes de recherche et documents",5329,"article","1","fr"
"2574","étude sur la fécondité et quelques caractéristiques démographiques des femmes mariées dans quatre zones rurales d'iran","","",0,"T. S.",NA,1,1969,24,6,"(1960,1970]","chronique",5332,"article","1","fr"
